,recency,history_segment,history,mens,womens,zip_code,newbie,channel,treatment,target
579,12,0,29.99,1,0,0,1,2,0,0
580,6,6,1292.1,1,0,1,1,2,1,0
581,11,2,272.89,1,0,1,1,2,1,0
582,4,2,302.86,0,1,1,1,1,1,0
583,11,0,29.99,0,1,1,0,2,0,0
584,7,5,758.59,0,1,1,1,2,0,0
585,4,1,174.55,1,0,2,1,2,0,0
586,9,0,76.72,1,0,1,0,1,0,0
587,6,2,334.34,0,1,2,0,0,0,1
588,12,1,108.83,1,0,2,0,2,0,1
589,10,2,319.45,0,1,0,0,1,0,0
590,10,0,29.99,1,0,1,1,2,0,0
591,3,3,367.27,0,1,1,1,1,0,0
592,8,0,29.99,1,0,0,1,2,0,0
593,10,1,102.82,1,0,1,1,2,0,0
594,10,1,189.02,0,1,2,1,1,1,0
595,4,4,739.84,1,0,0,1,1,0,0
596,4,0,85.64,1,0,1,1,2,1,0
597,6,1,161.43,0,1,1,0,2,0,1
598,8,2,346.57,1,0,0,1,2,0,0
599,7,4,729.01,0,1,2,1,1,0,0
600,10,0,51.33,1,0,1,1,2,0,0
601,2,1,159.22,0,1,1,0,2,0,0
602,5,6,1079.62,1,1,1,1,2,0,1
603,11,0,43.51,0,1,1,0,2,0,0
604,10,1,163.8,0,1,0,1,2,0,0
605,9,2,212.32,1,0,1,0,0,0,0
606,7,1,147.81,1,0,1,1,2,0,0
607,5,1,168.93,1,0,0,1,2,1,0
608,6,6,1462.5,1,0,0,1,1,1,0
609,1,4,544.98,1,0,0,1,2,0,0
610,11,2,322.87,0,1,2,0,1,1,0
611,7,4,508.18,1,0,0,1,2,0,0
612,1,0,50.62,1,0,0,0,2,0,0
613,1,5,806.91,1,1,1,1,0,1,1
614,5,2,291.17,1,0,1,0,0,0,0
615,6,3,447.01,0,1,0,1,2,1,0
616,5,5,777.95,1,0,1,1,2,0,0
617,9,1,174.11,1,0,1,0,1,1,1
618,5,0,30.59,0,1,0,1,2,0,0
619,4,2,305.76,0,1,1,0,1,0,0
620,8,0,29.99,0,1,1,0,1,0,1
621,8,2,256.83,0,1,0,1,2,0,0
622,7,3,462.7,0,1,1,1,0,0,0
623,7,3,489.49,1,0,2,1,2,0,1
624,1,3,352.99,1,0,0,0,2,1,0
625,3,0,54.79,1,0,1,0,1,1,0
626,9,0,29.99,0,1,1,0,1,0,0
627,5,0,54.14,0,1,1,1,2,1,0
628,3,1,104.0,0,1,0,0,1,1,0
629,2,2,231.27,0,1,0,1,1,0,0
630,2,0,50.37,1,0,0,0,1,0,0
631,9,1,189.33,1,0,0,1,1,0,0
632,1,3,368.01,0,1,0,0,2,0,0
633,1,2,331.21,1,0,2,1,1,0,0
634,2,1,186.51,0,1,1,0,1,0,0
635,9,3,433.89,0,1,2,0,1,0,0
636,8,0,90.62,1,0,0,0,1,0,0
637,7,0,29.99,1,0,1,0,1,1,0
638,2,0,44.37,0,1,1,0,2,0,0
639,1,4,539.96,0,1,1,1,2,1,0
640,3,0,43.0,1,0,0,0,1,0,0
641,10,1,145.73,0,1,0,1,1,0,0
642,3,0,80.86,1,0,2,1,1,0,0
643,9,4,646.2,1,0,0,1,1,1,0
644,1,4,585.22,1,0,0,1,1,1,0
645,2,2,202.92,0,1,1,0,1,0,0
646,7,0,78.57,1,0,0,1,2,1,0
647,1,4,735.63,1,0,2,1,1,1,0
648,9,1,162.44,1,0,0,0,2,1,0
649,10,2,226.15,0,1,1,1,0,0,0
650,9,1,179.43,0,1,0,0,2,1,0
651,6,4,549.78,1,0,1,1,2,0,0
652,9,0,34.72,0,1,1,1,1,0,0
653,1,0,61.08,0,1,2,0,2,1,1
654,1,0,92.29,0,1,2,1,1,0,1
655,4,2,316.87,0,1,0,1,2,0,0
656,2,1,189.02,0,1,0,1,1,0,0
657,2,2,210.51,0,1,0,0,1,0,1
658,9,2,301.15,1,1,1,0,1,0,1
659,9,1,127.38,1,0,1,0,2,1,1
660,9,0,29.99,0,1,1,1,2,0,0
661,9,0,29.99,0,1,0,1,2,0,0
662,1,0,70.17,1,0,1,0,2,0,0
663,11,2,262.78,1,0,0,1,1,1,0
664,10,1,138.83,1,0,0,0,1,0,0
665,6,4,505.48,1,1,1,1,1,0,0
666,11,0,92.28,0,1,1,1,2,1,0
667,4,2,209.79,0,1,2,0,0,0,1
668,3,0,34.22,1,0,0,1,1,0,0
669,2,1,152.95,0,1,1,0,2,0,0
670,5,3,427.17,1,1,0,0,2,0,0
671,1,1,163.58,0,1,0,0,2,1,1
672,1,0,75.83,1,0,1,0,1,0,1
673,11,1,184.17,1,0,1,0,1,1,0
674,10,3,466.25,0,1,0,0,1,0,0
675,7,1,151.91,0,1,1,1,2,1,0
676,1,1,148.57,0,1,0,0,2,1,0
677,2,2,200.23,1,0,1,0,1,1,0
678,5,4,663.14,1,1,1,1,0,1,1
679,4,3,383.9,0,1,1,0,2,1,0
680,2,2,227.46,1,0,0,0,2,0,0
681,8,2,212.27,0,1,0,1,0,1,0
682,6,0,97.9,0,1,1,1,1,0,0
683,7,2,208.25,0,1,1,1,0,1,0
684,12,0,88.65,1,0,1,0,2,0,0
685,10,0,64.55,1,0,1,1,1,1,0
686,2,3,454.04,1,0,1,0,2,1,0
687,1,0,29.99,0,1,0,0,2,1,0
688,7,1,157.63,1,0,0,1,1,0,0
689,3,0,29.99,0,1,0,1,1,0,0
690,10,1,119.63,0,1,2,0,2,0,0
691,4,2,317.96,0,1,0,0,2,0,0
692,3,1,138.44,1,0,0,1,1,1,0
693,4,1,186.97,1,0,0,1,2,0,0
694,5,2,226.84,0,1,1,1,0,0,0
695,3,3,351.2,1,0,1,0,0,1,0
696,2,3,458.41,0,1,1,0,0,0,0
697,5,1,135.64,1,0,0,0,2,0,0
698,10,1,127.29,0,1,0,1,1,0,0
699,9,1,158.91,1,0,2,1,2,1,1
700,1,3,478.49,0,1,1,0,0,1,0
701,11,1,138.08,1,0,0,0,1,1,0
702,1,4,525.42,0,1,0,1,1,0,0
703,1,2,303.34,1,1,0,0,2,0,1
704,5,0,50.63,1,0,0,0,1,0,0
705,9,0,35.4,0,1,1,1,2,0,0
706,7,0,38.9,0,1,1,1,2,1,0
707,5,0,46.09,1,0,0,0,2,0,0
708,6,2,333.21,1,0,0,1,1,0,0
709,2,4,584.37,1,0,0,1,0,0,1
710,6,0,29.99,0,1,0,1,1,1,0
711,4,0,78.96,0,1,0,1,1,0,0
712,4,0,53.42,0,1,1,0,1,0,0
713,3,2,314.67,1,0,2,1,2,0,0
714,5,2,306.21,0,1,1,0,2,1,0
715,4,0,72.38,1,0,2,1,2,1,1
716,1,3,375.03,1,0,1,0,1,0,0
717,3,1,163.76,1,0,1,1,1,1,0
718,6,1,178.37,1,0,1,1,2,0,1
719,1,4,522.77,1,0,1,1,0,0,0
720,8,0,59.95,1,0,0,0,1,0,0
721,6,4,569.14,0,1,1,1,2,0,0
722,4,2,275.27,1,0,2,1,1,0,0
723,1,0,29.99,0,1,0,0,2,0,0
724,2,4,675.88,1,1,0,1,1,0,0
725,10,1,161.65,1,0,1,0,2,1,0
726,11,4,568.56,1,1,0,1,0,1,0
727,9,2,257.6,1,1,0,1,1,0,0
728,2,2,269.13,0,1,1,0,0,1,0
729,12,0,32.51,0,1,2,0,1,0,0
730,11,0,99.05,1,0,0,1,1,0,0
731,7,2,340.72,1,0,0,0,2,0,0
732,9,1,100.86,1,0,1,1,1,0,0
733,3,6,1118.27,1,1,1,1,0,1,0
734,2,2,214.95,0,1,2,1,2,1,0
735,11,1,143.91,0,1,1,0,1,1,0
736,10,6,1097.45,0,1,1,1,1,0,1
737,6,2,263.84,0,1,2,1,2,1,1
738,7,0,45.72,1,0,0,0,1,0,0
739,2,2,243.5,1,1,1,0,1,0,0
740,8,0,58.28,0,1,0,0,1,0,0
741,2,2,225.35,1,0,0,0,1,0,0
742,3,2,222.8,1,0,0,0,2,0,0
743,1,0,29.99,1,0,2,1,2,0,0
744,1,2,313.98,0,1,1,0,2,0,0
745,6,1,105.87,1,0,1,1,2,0,0
746,5,0,29.99,0,1,1,1,2,1,0
747,3,2,244.64,1,0,1,0,1,1,0
748,12,0,49.5,0,1,1,1,1,1,0
749,7,0,29.99,1,0,2,1,2,1,0
750,1,0,29.99,1,0,1,0,2,0,1
751,7,0,56.46,1,0,0,1,2,1,0
752,4,1,110.29,0,1,0,0,2,0,0
753,10,2,300.6,1,1,0,0,0,0,0
754,3,0,29.99,0,1,1,1,2,1,0
755,9,1,174.64,0,1,0,1,2,0,0
756,5,5,771.92,0,1,1,1,0,0,0
757,1,2,215.23,1,0,0,1,0,1,0
758,7,1,192.12,1,0,0,0,2,0,0
759,6,0,40.02,0,1,1,0,2,0,0
760,8,0,29.99,1,0,1,0,2,1,1
761,10,2,275.04,1,0,2,0,2,0,0
762,2,4,518.53,0,1,1,1,1,0,1
763,3,3,454.0,0,1,0,0,0,0,0
764,3,2,342.64,0,1,1,0,1,0,0
765,8,2,337.09,1,0,1,0,1,0,0
766,1,6,1311.69,1,1,1,1,0,1,0
767,1,5,817.36,1,1,0,1,1,1,1
768,10,2,246.4,1,0,0,0,1,1,0
769,1,3,406.33,0,1,1,0,2,0,0
770,11,0,98.05,0,1,1,1,2,0,0
771,1,1,186.69,1,0,1,0,1,1,0
772,1,0,29.99,0,1,1,0,2,0,1
773,8,0,29.99,1,0,1,1,2,0,0
774,1,4,586.52,1,0,2,1,0,0,0
775,8,2,286.25,0,1,0,1,0,1,0
776,10,0,89.45,1,0,1,1,2,0,0
777,8,1,194.81,1,0,0,1,2,1,1
778,10,0,33.57,1,0,0,0,1,0,0
779,9,1,140.33,1,0,2,1,1,1,0
780,1,3,382.15,0,1,0,0,1,0,1
781,5,0,63.2,0,1,2,0,1,0,0
782,10,1,148.23,0,1,0,1,1,0,0
783,3,1,123.2,1,0,0,1,1,0,0
784,1,3,485.53,1,0,0,0,2,1,0
785,1,3,398.71,1,0,2,0,2,1,0
786,9,0,46.56,1,0,1,0,2,0,1
787,1,1,162.82,1,0,1,0,1,0,1
788,2,6,2080.78,1,1,2,1,1,1,0
789,10,0,85.31,1,0,0,0,2,0,0
790,2,1,180.48,1,0,0,0,1,0,0
791,7,1,139.53,0,1,1,1,1,0,0
792,7,1,151.89,1,0,0,0,2,0,0
793,10,0,29.99,1,0,0,0,1,0,0
794,1,4,651.65,1,1,0,1,2,0,0
795,10,2,209.02,0,1,2,0,0,1,0
796,1,2,305.09,1,1,1,0,1,1,1
797,2,3,424.44,0,1,0,0,1,0,0
798,10,1,138.11,0,1,0,0,1,1,0
799,1,5,804.15,1,1,1,1,0,0,1
800,11,0,85.29,0,1,1,0,1,0,0
801,4,2,307.66,1,0,0,1,2,0,1
802,11,1,123.25,1,0,1,0,2,0,0
803,2,2,322.83,1,0,1,0,0,0,1
804,3,2,261.43,0,1,0,1,2,0,0
805,7,4,513.78,1,0,0,1,1,0,0
806,5,4,746.6,1,0,1,1,0,1,1
807,8,0,56.17,1,0,0,0,1,0,0
808,1,6,1486.31,1,1,1,1,1,1,1
809,1,1,143.84,0,1,2,1,1,0,0
810,10,0,82.14,0,1,2,0,2,0,1
811,9,1,152.55,0,1,2,1,1,0,0
812,5,1,145.36,1,0,2,1,2,0,1
813,9,2,314.36,0,1,0,0,1,0,0
814,3,3,390.34,1,0,0,0,2,0,0
815,12,4,618.13,1,1,0,1,1,0,0
816,6,0,29.99,0,1,2,1,1,0,0
817,6,0,29.99,0,1,0,0,1,0,0
818,6,0,54.41,0,1,0,1,1,1,0
819,9,4,718.97,0,1,2,1,0,0,0
820,6,1,154.16,1,0,1,0,2,0,0
821,9,1,157.41,0,1,0,0,2,0,0
822,6,0,56.14,0,1,1,1,2,1,0
823,7,0,77.94,1,0,1,1,2,0,0
824,1,2,335.08,0,1,0,0,1,1,0
825,10,1,110.84,1,0,1,0,1,0,0
826,10,2,312.03,0,1,2,0,2,0,0
827,5,2,258.91,0,1,0,1,2,0,1
828,2,1,101.67,1,0,1,1,2,0,0
829,2,4,741.29,1,1,0,1,1,0,0
830,1,1,114.68,1,0,2,0,2,0,0
831,3,0,82.25,1,0,1,0,1,1,0
832,7,0,29.99,0,1,0,0,2,0,0
833,8,0,37.74,0,1,1,1,1,0,0
834,5,1,153.22,0,1,0,0,1,0,0
835,5,4,582.36,0,1,1,1,0,0,0
836,7,0,29.99,1,0,0,1,1,0,0
837,7,0,46.51,1,0,2,1,2,1,0
838,2,5,964.89,1,0,1,1,1,0,0
839,5,2,207.31,1,0,0,0,1,1,0
840,3,1,187.74,0,1,0,0,1,0,0
841,4,0,99.39,1,0,1,0,1,0,0
842,3,0,29.99,1,0,1,0,1,1,0
843,2,1,198.17,0,1,0,0,1,1,0
844,7,2,213.26,1,1,0,1,1,0,0
845,12,1,159.93,1,0,0,0,1,0,0
846,3,0,70.91,0,1,0,1,2,0,0
847,4,1,173.48,0,1,0,1,1,0,0
848,8,2,287.06,0,1,0,0,1,1,1
849,9,1,173.88,0,1,1,0,1,0,1
850,9,3,428.99,1,0,0,0,0,0,0
851,8,3,492.53,1,1,2,1,1,0,0
852,2,5,784.22,1,0,2,1,0,0,0
853,1,0,81.12,0,1,0,0,2,0,1
854,2,0,29.99,0,1,0,1,2,0,0
855,11,0,59.11,1,0,1,1,2,1,0
856,1,1,156.33,0,1,1,1,1,0,0
857,2,0,64.26,1,0,0,0,1,0,0
858,2,5,836.65,1,1,1,1,1,1,0
859,3,0,39.37,0,1,1,1,1,0,0
860,10,0,56.6,1,0,0,0,1,0,0
861,7,2,221.71,0,1,2,1,2,1,0
862,6,0,29.99,1,0,0,1,1,1,0
863,5,2,320.43,1,1,1,0,2,1,0
864,4,2,222.32,1,1,1,1,2,1,1
865,1,2,249.24,0,1,0,1,0,0,0
866,10,3,398.03,1,0,1,0,2,1,0
867,2,1,122.01,0,1,0,1,2,0,0
868,3,1,105.08,1,0,2,0,1,0,0
869,2,0,61.34,1,0,2,1,2,0,0
870,11,0,87.52,0,1,1,0,1,1,0
871,6,2,343.82,1,0,0,0,2,0,1
872,1,5,767.3,1,1,1,1,1,0,1
873,1,2,283.63,0,1,1,1,1,0,0
874,4,1,116.37,1,0,0,0,2,0,0
875,10,1,175.21,0,1,0,0,2,1,0
876,11,0,82.57,1,0,1,0,1,0,1
877,2,4,725.51,1,0,1,1,0,1,0
878,10,3,363.14,0,1,2,0,2,1,0
879,6,5,835.28,1,1,1,1,1,0,0
880,10,1,167.85,0,1,1,0,2,0,0
881,9,2,254.75,1,0,2,1,2,0,0
882,7,1,116.33,0,1,2,0,2,0,0
883,7,4,662.26,1,0,0,1,0,0,0
884,10,0,72.77,1,0,0,0,1,0,0
885,6,1,109.99,1,0,0,1,2,0,0
886,12,4,640.99,1,1,0,1,2,1,0
887,3,5,816.52,1,1,0,1,1,0,0
888,3,2,290.52,1,0,1,0,2,0,0
889,7,0,96.76,1,0,0,1,2,0,0
890,9,0,72.97,1,0,0,1,2,0,0
891,3,2,257.56,1,1,1,0,2,1,0
892,2,3,370.87,0,1,0,0,0,1,0
893,9,1,115.84,0,1,1,1,2,0,0
894,1,0,29.99,1,0,0,0,1,0,0
895,11,1,133.15,1,0,0,1,1,0,0
896,8,2,235.47,1,0,1,0,1,1,0
897,9,1,151.22,1,0,0,0,1,0,0
898,9,0,57.53,1,0,0,0,1,0,0
899,6,0,85.61,0,1,0,0,2,1,0
900,3,1,106.7,1,0,0,0,1,0,1
901,9,0,29.99,1,0,0,1,1,1,0
902,9,0,44.29,1,0,0,1,1,0,0
903,8,0,33.31,0,1,1,0,1,1,1
904,12,1,130.84,0,1,1,0,2,1,1
905,2,0,64.51,1,0,0,1,1,1,0
906,9,1,166.68,1,0,0,0,2,0,0
907,5,2,231.98,1,0,1,1,0,1,0
908,2,3,472.16,0,1,1,0,0,1,0
909,7,1,168.65,0,1,2,1,1,0,0
910,3,0,29.99,0,1,2,0,1,0,1
911,8,0,51.71,1,0,2,0,2,0,1
912,9,0,61.26,0,1,0,0,1,0,0
913,2,2,201.98,1,0,0,0,1,0,0
914,3,0,85.79,0,1,1,1,2,0,0
915,4,0,29.99,1,0,1,0,2,1,0
916,8,0,29.99,1,0,0,0,1,0,0
917,5,2,212.1,0,1,1,0,2,1,0
918,1,2,204.6,0,1,1,1,0,0,0
919,8,2,216.61,1,1,0,1,1,0,0
920,8,4,668.22,1,1,0,1,1,0,1
921,4,1,133.51,1,0,0,1,1,0,0
922,3,0,78.12,0,1,2,1,2,1,0
923,11,0,51.84,1,0,0,0,2,0,0
924,12,0,32.73,1,0,0,1,1,0,0
925,9,1,110.91,0,1,1,0,2,1,0
926,7,0,29.99,1,0,0,0,1,1,0
927,3,1,111.42,1,0,1,1,2,0,0
928,9,0,64.81,0,1,1,0,2,0,0
929,8,0,72.08,1,0,1,1,2,1,0
930,2,1,141.22,1,0,2,0,1,0,1
931,3,1,121.46,1,0,0,1,1,1,0
932,5,0,29.99,1,0,1,0,1,1,1
933,1,4,524.37,1,0,0,1,1,0,0
934,3,0,43.33,1,0,1,1,1,0,0
935,2,4,675.96,0,1,0,1,1,0,0
936,1,3,487.47,1,0,0,0,1,0,1
937,7,3,370.47,1,1,2,1,1,1,0
938,9,1,180.37,0,1,1,0,2,0,0
939,2,4,516.56,0,1,1,1,1,0,0
940,10,2,240.26,1,1,2,1,2,0,0
941,3,0,29.99,0,1,1,1,1,0,0
942,10,1,115.28,0,1,1,0,2,1,0
943,11,0,29.99,1,0,0,1,1,1,0
944,6,1,169.94,1,0,1,1,2,0,0
945,4,4,553.91,0,1,2,1,1,0,1
946,4,0,85.84,1,0,1,1,2,0,0
947,1,0,42.86,1,0,0,1,2,0,0
948,2,1,103.33,1,0,2,1,1,0,0
949,2,1,185.06,0,1,2,0,2,0,1
950,2,1,102.13,0,1,0,0,2,0,0
951,1,2,304.38,1,0,1,0,2,0,0
952,10,3,399.28,1,0,0,0,2,0,0
953,2,3,496.71,0,1,1,0,0,1,0
954,7,1,149.34,1,0,0,0,1,0,1
955,5,1,197.48,1,0,2,0,1,0,0
956,11,1,104.47,1,0,1,0,2,1,0
957,5,3,403.95,0,1,2,0,2,0,0
958,6,1,104.41,1,0,2,0,2,0,0
959,4,3,412.95,1,0,0,0,2,0,0
960,8,2,254.17,1,1,0,0,0,0,0
961,5,4,543.9,1,1,0,1,2,0,0
962,9,0,45.35,1,0,2,1,1,0,0
963,1,1,157.0,1,0,1,0,2,1,0
964,1,0,29.99,0,1,1,0,1,0,1
965,2,0,29.99,1,0,1,1,1,0,0
966,3,0,29.99,0,1,1,0,2,1,0
967,4,1,143.66,0,1,1,1,2,0,0
968,6,0,33.23,1,0,2,0,2,0,0
969,8,0,78.04,1,0,1,1,2,1,0
970,11,0,64.06,0,1,1,1,2,1,0
971,1,0,30.08,1,0,1,0,2,1,0
972,10,3,476.27,1,1,0,1,0,0,0
973,9,0,29.99,1,0,1,1,2,0,0
974,9,3,406.22,1,0,1,1,2,0,0
975,5,2,253.1,0,1,0,1,1,0,0
976,4,0,39.2,1,0,0,1,2,0,0
977,6,0,44.67,0,1,1,0,2,1,0
978,1,0,56.65,0,1,0,1,2,0,0
979,1,2,269.99,1,1,0,0,0,0,0
980,2,0,48.16,0,1,0,0,2,0,1
981,10,0,43.31,0,1,0,1,1,1,0
982,9,0,29.99,0,1,2,1,2,0,0
983,1,0,66.1,1,0,0,1,2,0,0
984,12,1,122.98,1,0,0,0,2,0,0
985,8,0,29.99,1,0,2,1,1,0,0
986,1,3,473.74,1,0,1,0,2,1,0
987,3,2,286.27,1,0,1,0,0,0,0
988,10,4,558.8,0,1,1,1,2,1,0
989,9,0,61.56,1,0,0,0,1,1,0
990,1,3,399.54,1,0,0,0,1,1,1
991,10,0,52.21,1,0,1,1,2,0,0
992,10,2,220.97,0,1,1,1,2,1,0
993,9,1,165.97,1,0,0,0,1,1,0
994,4,4,575.31,0,1,0,1,2,0,0
995,8,0,29.99,0,1,1,1,1,1,0
996,2,3,399.0,1,1,1,1,2,0,0
997,6,0,63.02,0,1,1,0,2,0,0
998,1,4,535.92,0,1,0,1,0,1,1
999,4,0,64.62,0,1,1,0,2,1,0
1000,11,0,32.82,1,0,1,0,1,0,0
1001,2,3,384.1,0,1,0,0,2,0,0
1002,4,2,323.02,0,1,1,0,2,0,0
1003,10,3,406.53,0,1,1,0,0,0,0
1004,2,1,188.11,0,1,2,0,2,0,1
1005,11,2,259.8,0,1,0,1,2,0,1
1006,7,1,147.85,0,1,1,1,1,1,0
1007,3,1,125.23,1,0,1,0,2,0,0
1008,11,0,29.99,1,0,0,0,2,1,0
1009,4,3,485.09,0,1,1,0,0,1,0
1010,11,3,460.09,1,0,1,0,2,1,0
1011,4,0,29.99,0,1,2,0,2,1,0
1012,6,1,191.04,0,1,1,1,1,1,0
1013,11,0,58.54,1,0,1,1,2,1,0
1014,2,6,1451.17,1,1,1,1,0,0,0
1015,1,3,449.17,0,1,0,0,0,0,0
1016,2,1,126.66,0,1,1,1,1,0,0
1017,3,1,171.32,0,1,1,0,1,0,0
1018,6,0,29.99,0,1,0,1,1,0,0
1019,7,4,638.44,1,1,2,1,2,0,0
1020,9,4,700.65,1,1,2,1,1,1,1
1021,5,1,132.61,1,0,2,0,2,0,0
1022,2,3,414.86,1,1,2,0,1,1,0
1023,11,1,134.41,1,0,1,1,1,0,0
1024,1,2,330.34,1,0,1,1,2,1,0
1025,10,2,202.56,0,1,0,0,1,0,0
1026,1,1,126.18,0,1,0,0,1,0,0
1027,3,2,263.14,1,1,2,0,2,0,0
1028,1,4,553.55,0,1,0,1,1,0,0
1029,9,0,59.89,1,0,1,0,2,0,0
1030,5,0,29.99,0,1,0,1,2,1,0
1031,5,0,52.26,1,0,0,1,2,1,0
1032,12,5,800.37,0,1,0,1,0,1,0
1033,6,1,139.65,0,1,1,0,1,0,0
1034,3,1,138.75,1,0,1,1,2,1,0
1035,9,0,29.99,1,0,1,0,1,0,1
1036,1,1,187.79,0,1,0,1,1,0,0
1037,10,1,147.16,1,0,2,1,2,1,0
1038,2,0,29.99,1,0,1,0,1,0,0
1039,10,0,93.7,0,1,1,0,1,0,1
1040,9,2,265.62,0,1,1,0,0,1,0
1041,9,1,122.37,1,0,0,1,1,1,0
1042,9,0,63.35,0,1,0,1,2,0,0
1043,2,6,1023.46,1,1,0,1,0,1,0
1044,9,0,29.99,1,0,0,1,1,0,0
1045,10,0,29.99,1,0,1,0,1,1,0
1046,1,5,801.6,1,1,1,1,2,1,0
1047,4,4,545.6,0,1,1,1,2,0,0
1048,8,2,304.95,1,0,0,1,2,0,0
1049,4,0,69.2,0,1,2,1,1,0,1
1050,9,0,89.72,0,1,0,1,2,0,0
1051,1,6,1015.08,1,1,1,1,0,1,0
1052,10,0,29.99,0,1,1,1,1,0,0
1053,2,1,188.36,1,0,1,1,1,1,0
1054,3,3,431.62,0,1,0,0,0,0,0
1055,6,2,218.62,1,0,0,0,2,0,0
1056,1,4,712.91,1,0,1,1,1,0,0
1057,2,0,47.65,0,1,1,0,2,0,0
1058,4,0,80.76,1,0,0,0,2,0,0
1059,10,2,310.4,0,1,2,0,2,0,0
1060,6,2,288.79,1,1,1,0,2,0,1
1061,7,2,316.41,1,1,1,1,0,0,1
1062,2,1,126.49,0,1,0,0,2,0,0
1063,10,1,101.85,0,1,0,0,2,1,0
1064,10,3,397.69,1,0,1,0,1,0,1
1065,5,0,60.68,0,1,0,1,1,1,0
1066,11,2,267.12,0,1,1,1,1,0,0
1067,12,1,135.5,1,0,0,0,1,0,0
1068,1,0,36.69,0,1,0,1,2,0,0
1069,10,3,350.01,1,0,1,1,2,0,0
1070,1,5,828.72,1,0,0,1,2,1,0
1071,2,1,132.39,1,0,1,0,2,0,0
1072,1,1,114.49,0,1,1,1,2,0,0
1073,7,0,29.99,1,0,2,1,2,0,0
1074,10,1,162.53,1,0,0,1,1,1,1
1075,1,5,792.15,1,1,1,1,1,0,1
1076,6,1,159.36,0,1,2,1,2,1,0
1077,1,0,74.61,1,0,0,1,2,0,0
1078,12,1,183.55,1,0,0,0,1,1,1
1079,2,3,413.32,1,0,1,0,2,0,0
1080,1,2,336.38,0,1,0,0,2,0,0
1081,8,0,63.58,1,0,1,1,1,1,0
1082,10,2,240.93,0,1,0,0,1,1,0
1083,1,0,69.74,1,0,0,1,2,1,1
1084,1,3,482.49,1,0,1,0,1,0,0
1085,3,2,249.32,1,1,1,0,1,0,1
1086,11,0,74.27,0,1,1,1,2,0,0
1087,4,2,220.2,0,1,0,0,2,0,0
1088,4,2,328.09,0,1,0,0,1,1,0
1089,8,1,183.18,1,0,2,0,1,0,0
1090,4,0,29.99,0,1,2,1,2,0,0
1091,5,0,29.99,0,1,2,1,2,1,0
1092,3,0,86.68,1,0,1,1,2,0,0
1093,1,0,99.98,0,1,0,0,2,0,0
1094,10,2,212.24,0,1,1,1,1,1,0
1095,2,2,326.2,1,0,0,1,1,0,1
1096,2,3,477.1,1,0,2,1,2,1,0
1097,6,0,99.24,0,1,0,1,1,1,0
1098,10,2,291.45,1,0,0,0,2,1,1
1099,2,1,121.43,0,1,1,0,1,0,1
1100,8,3,396.3,1,0,1,0,2,1,0
1101,9,2,231.01,1,0,1,1,0,0,0
1102,3,5,820.13,1,1,2,1,2,0,0
1103,7,0,47.31,0,1,0,0,1,1,0
1104,4,0,83.73,1,0,0,0,2,1,0
1105,6,6,1119.53,1,1,2,1,0,1,0
1106,8,1,126.22,1,0,0,0,1,0,0
1107,9,5,906.09,1,0,2,1,1,0,0
1108,9,2,213.11,1,0,1,0,0,0,0
1109,2,5,873.2,1,0,1,1,0,1,0
1110,9,1,145.82,1,0,1,0,1,0,0
1111,1,6,1019.82,1,1,2,1,1,1,0
1112,4,0,42.13,0,1,1,1,1,0,0
1113,4,0,59.03,0,1,0,0,2,0,1
1114,2,0,50.27,1,0,1,1,2,0,0
1115,2,2,253.4,0,1,1,0,0,1,0
1116,2,3,369.12,1,0,1,1,2,1,1
1117,2,2,255.71,1,0,1,0,1,0,0
1118,2,0,29.99,0,1,1,0,1,1,0
1119,5,0,79.67,0,1,1,0,1,1,1
1120,8,3,454.83,1,0,1,0,2,0,1
1121,1,2,235.41,1,0,1,1,2,1,0
1122,8,2,203.51,1,0,0,0,1,1,0
1123,10,2,348.22,0,1,0,0,0,0,0
1124,10,2,325.42,0,1,0,1,0,0,0
1125,6,1,101.77,1,0,2,1,1,0,0
1126,5,0,60.65,1,0,0,0,2,0,0
1127,3,2,216.25,1,0,0,0,2,0,0
1128,11,1,120.57,1,0,0,1,1,0,0
1129,6,2,310.36,0,1,1,0,2,0,0
1130,1,5,788.12,1,0,1,1,0,0,0
1131,6,0,88.39,1,0,1,1,2,1,0
1132,11,0,29.99,1,0,1,0,2,0,1
1133,7,2,259.23,1,0,1,0,1,0,0
1134,2,0,35.47,1,0,1,0,2,0,0
1135,2,1,184.96,0,1,0,1,2,0,1
1136,1,1,116.22,0,1,1,0,1,1,1
1137,1,2,230.03,0,1,1,0,1,0,0
1138,1,1,166.13,1,0,0,1,2,1,0
1139,3,2,236.74,1,1,2,0,1,0,1
1140,10,2,301.01,0,1,0,0,1,0,1
1141,11,0,81.14,1,0,0,0,1,0,0
1142,10,1,190.31,0,1,0,0,2,0,0
1143,6,4,721.22,1,0,1,1,0,0,0
1144,1,0,60.03,1,0,0,0,2,1,0
1145,8,0,68.6,0,1,2,1,2,1,0
1146,4,0,64.6,0,1,1,1,2,1,0
1147,7,0,41.62,1,0,2,0,2,0,0
1148,8,0,55.49,0,1,2,1,1,0,0
1149,9,0,29.99,1,0,2,1,2,1,0
1150,5,1,126.21,1,0,0,0,1,1,0
1151,6,0,43.49,0,1,1,1,1,0,0
1152,10,0,29.99,0,1,2,1,1,0,0
